"","hh_ID","week_number","calories_total","member_1_ID","hh_members","avg_calories_pp","pct_fish","pct_meat","pct_protein","num_submissions"
"44",102023,13,1115,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,371.666666666667,0,0,0,6
"45",102023,14,1214.30266,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,404.767553333333,0.25,0,0.25,4
"46",102023,15,954.30266,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,318.100886666667,0.333333333333333,0,0.333333333333333,3
"47",102023,16,853.9623,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,284.6541,0.333333333333333,0,0.333333333333333,3
"48",102023,17,1686.80266,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,562.267553333333,0.25,0,0.25,4
"49",102023,18,1038.2857142,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,346.095238066667,0,0.333333333333333,0.333333333333333,3
"50",102023,19,574.98115,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,191.660383333333,0.5,0,0.5,2
"51",102023,20,1472.142857,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,490.714285666667,0,0.333333333333333,0.333333333333333,3
"52",102023,21,330,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,110,0,0,0,1
"53",102023,22,699.98115,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,233.32705,0.333333333333333,0,0.333333333333333,3
"54",102023,23,574.98115,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,191.660383333333,0.5,0,0.5,2
"55",102023,24,1820,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,606.666666666667,0,0.5,0.5,2
"56",102023,25,574.98115,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,191.660383333333,0.5,0,0.5,2
"57",102023,26,1548.9306,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,516.3102,0.5,0,0.5,2
"58",102023,6,1720,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,573.333333333333,0,0.25,0.25,4
"59",102023,7,3737.8492,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,1245.94973333333,0.25,0,0.25,4
"60",102023,8,2257.5,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,752.5,0,0.25,0.25,4
"61",102023,9,3137.4246,"uuid:22a34057-f74f-4de8-9d86-5c4057c14c6b",3,1045.8082,0.2,0,0.2,5
"62",102025,10,438.3333333,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,146.1111111,0,0,0,1
"63",102025,11,240,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,80,0,0,0,1
"64",102025,12,1008.60532,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,336.201773333333,1,0,1,1
"65",102025,13,1008.60532,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,336.201773333333,1,0,1,1
"66",102025,15,1160,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,386.666666666667,0,1,1,1
"67",102025,16,500,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,166.666666666667,0,0,0,1
"68",102025,17,1490,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,496.666666666667,0,1,1,1
"69",102025,19,1160,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,386.666666666667,0,1,1,1
"70",102025,20,1490,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,496.666666666667,0,1,1,1
"71",102025,22,1410,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,470,0,0.5,0.5,2
"72",102025,23,1160,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,386.666666666667,0,1,1,1
"73",102025,24,1160,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,386.666666666667,0,1,1,1
"74",102025,25,3148.75,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,1049.58333333333,0,0,0,2
"75",102025,29,2898.75,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,966.25,0,0,0,1
"76",102025,30,2898.75,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,966.25,0,0,0,1
"77",102025,32,1610,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,536.666666666667,0,0,0,1
"78",102025,36,2898.75,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,966.25,0,0,0,1
"79",102025,37,2898.75,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,966.25,0,0,0,1
"80",102025,38,2898.75,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,966.25,0,0,0,1
"81",102025,40,2898.75,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,966.25,0,0,0,1
"82",102025,43,1490,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,496.666666666667,0,1,1,1
"83",102025,49,2898.75,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,966.25,0,0,0,1
"84",102025,50,2898.75,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,966.25,0,0,0,1
"85",102025,8,3.17,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,1.05666666666667,0,0,0,1
"86",102025,9,441.5033333,"uuid:ec742946-445e-4385-b240-cc1eba3e9bab",3,147.167777766667,0,0,0,2
"87",103026,10,480,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,80,0,0,0,1
"88",103026,11,1.12,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,0.186666666666667,0,0,0,1
"89",103026,12,20.906,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,3.48433333333333,0,0,0,3
"90",103026,13,9.156,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,1.526,0,0,0,1
"91",103026,14,12.23,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,2.03833333333333,0,0,0,3
"92",103026,15,2.24,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,0.373333333333333,0,0,0,1
"93",103026,3,2951.6,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,491.933333333333,0,0,0,3
"94",103026,4,6093.023256,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,1015.503876,0,0.4,0.4,5
"95",103026,5,1518.08778,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,253.01463,0.2,0,0.2,5
"96",103026,6,1166.803023256,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,194.467170542667,0,0.25,0.25,4
"97",103026,7,40.618,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,6.76966666666667,0,0,0,3
"98",103026,8,17.418139536,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,2.903023256,0,0,0,1
"99",103026,9,2240,"uuid:0f833e2c-385c-409d-a5ac-c7e8e3c36c55",6,373.333333333333,0,0,0,1
"100",103029,10,276.649445,"uuid:f3b37e47-9ee9-4fa9-b030-95950107d155",2,138.3247225,1,0,1,1
"101",103029,11,43.83333333,"uuid:f3b37e47-9ee9-4fa9-b030-95950107d155",2,21.916666665,0,0,0,1
"102",103029,12,433.79589,"uuid:f3b37e47-9ee9-4fa9-b030-95950107d155",2,216.897945,1,0,1,1
"103",103029,7,1008.60532,"uuid:f3b37e47-9ee9-4fa9-b030-95950107d155",2,504.30266,1,0,1,1
"104",103031,10,2210.8055,"uuid:2fed8ee7-5c4f-4013-bc5e-eacc7747104c",6,368.467583333333,1,0,1,1
"105",103031,19,2210,"uuid:2fed8ee7-5c4f-4013-bc5e-eacc7747104c",6,368.333333333333,0,0,0,2
"106",103031,20,2240,"uuid:2fed8ee7-5c4f-4013-bc5e-eacc7747104c",6,373.333333333333,0,0,0,1
"107",103031,22,2240,"uuid:2fed8ee7-5c4f-4013-bc5e-eacc7747104c",6,373.333333333333,0,0,0,1
"108",103031,23,2240,"uuid:2fed8ee7-5c4f-4013-bc5e-eacc7747104c",6,373.333333333333,0,0,0,1
"109",103031,27,2240,"uuid:2fed8ee7-5c4f-4013-bc5e-eacc7747104c",6,373.333333333333,0,0,0,1
"110",103032,10,3049.688464,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,609.9376928,0.5,0.5,1,2
"111",103032,11,2095.3839,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,419.07678,0.666666666666667,0.333333333333333,1,3
"112",103032,12,250,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,50,0,0,0,1
"113",103032,13,1170,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,234,0,0,0,4
"114",103032,14,2617.5,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,523.5,0,0.333333333333333,0.333333333333333,3
"115",103032,15,865,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,173,0,0.5,0.5,2
"116",103032,16,1899.09778,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,379.819556,0.5,0,0.5,2
"117",103032,17,402.5,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,80.5,0,0,0,1
"118",103032,19,1650,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,330,0,0.5,0.5,2
"119",103032,20,792.5,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,158.5,0,0,0,1
"120",103032,21,160,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,32,0,0,0,1
"121",103032,22,792.5,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,158.5,0,0,0,1
"122",103032,26,3698.3522,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,739.67044,0.333333333333333,0,0.333333333333333,3
"123",103032,28,2601.57301,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,520.314602,0.333333333333333,0.333333333333333,0.666666666666667,3
"124",103032,29,1410,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,282,0,0.5,0.5,2
"125",103032,3,537.285488,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,107.4570976,1,0,1,2
"126",103032,30,2092.1234,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,418.42468,0.5,0.5,1,2
"127",103032,31,1214,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,242.8,0,0.5,0.5,2
"128",103032,38,489.9623,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,97.99246,1,0,1,1
"129",103032,4,1356.59778,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,271.319556,0.5,0,0.5,2
"130",103032,5,544.860532,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,108.9721064,0.25,0,0.25,4
"131",103032,6,2753.40275,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,550.68055,0.166666666666667,0,0.166666666666667,6
"132",103032,7,4725.0999684,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,945.01999368,0.25,0.5,0.75,4
"133",103032,8,3192.1761,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,638.43522,0.2,0.2,0.4,5
"134",103032,9,792.5,"uuid:94c1c092-2332-4163-bfcd-04c52f67f113",5,158.5,0,0,0,1
"135",103034,4,719.9675,"uuid:0b8eeb50-2ae8-4fd0-966a-46d43744a77f",3,239.989166666667,0,0,0,7
"136",103034,5,1269.65,"uuid:0b8eeb50-2ae8-4fd0-966a-46d43744a77f",3,423.216666666667,0,0,0,2
"137",103034,7,5.6,"uuid:0b8eeb50-2ae8-4fd0-966a-46d43744a77f",3,1.86666666666667,0,0,0,1
"138",103035,10,1656.17687,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,276.029478333333,0.2,0,0.2,5
"139",103035,11,1149.9623,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,191.660383333333,0.5,0,0.5,2
"140",103035,12,785,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,130.833333333333,0,0,0,2
"141",103035,13,1597.7142856,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,266.285714266667,0,0.333333333333333,0.333333333333333,3
"142",103035,14,1244.30266,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,207.383776666667,0.25,0,0.25,4
"143",103035,15,870,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,145,0,0,0,3
"144",103035,16,1626,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,271,0,0,0,5
"145",103035,17,540,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,90,0,0,0,3
"146",103035,18,662,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,110.333333333333,0,0,0,4
"147",103035,19,1496.5714284,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,249.4285714,0,0.25,0.25,4
"148",103035,20,2622.8055,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,437.13425,0.25,0,0.25,4
"149",103035,21,1485,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,247.5,0,0,0,2
"150",103035,22,954.9,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,159.15,0,0.5,0.5,2
"151",103035,23,1501.5,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,250.25,0,0,0,3
"152",103035,24,4169.8769284,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,694.979488066667,0.333333333333333,0.333333333333333,0.666666666666667,3
"153",103035,25,171,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,28.5,0,0,0,2
"154",103035,26,265,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,44.1666666666667,0,0,0,2
"155",103035,28,1002.7142856,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,167.1190476,0,0.333333333333333,0.333333333333333,3
"156",103035,29,1804,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,300.666666666667,0,0.5,0.5,2
"157",103035,30,1237.142857,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,206.190476166667,0,0.333333333333333,0.333333333333333,3
"158",103035,31,1429.5714284,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,238.261904733333,0,0.333333333333333,0.333333333333333,3
"159",103035,32,2076.5714284,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,346.095238066667,0,0.333333333333333,0.333333333333333,3
"160",103035,33,1026.05092265,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,171.008487108333,0.333333333333333,0,0.333333333333333,3
"161",103035,34,1315.649445,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,219.2749075,0.25,0,0.25,4
"162",103035,35,978.490288,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,163.081714666667,0.5,0,0.5,2
"163",103035,36,1213.29889,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,202.216481666667,0.5,0,0.5,2
"164",103035,37,921.5,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,153.583333333333,0,0,0,2
"165",103035,39,1673.23711,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,278.872851666667,0.5,0,0.5,2
"166",103035,40,888.5,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,148.083333333333,0,0,0,2
"167",103035,41,1158,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,193,0,0,0,2
"168",103035,42,427.979334,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,71.329889,0.5,0,0.5,2
"169",103035,44,661.979334,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,110.329889,0.5,0,0.5,2
"170",103035,45,2570,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,428.333333333333,0,0.5,0.5,2
"171",103035,47,396.649445,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,66.1082408333333,0.5,0,0.5,2
"172",103035,49,1046.324372,"uuid:5e7cfe8e-5da8-487e-beb0-b8548a1d7266",6,174.387395333333,0.5,0,0.5,2
"173",104037,10,2198,"uuid:bf67ecdf-a3fa-41cd-93e5-f593762720d3",2,1099,0,0.5,0.5,2
"174",104037,13,2960,"uuid:bf67ecdf-a3fa-41cd-93e5-f593762720d3",2,1480,0,0.5,0.5,2
"175",104041,14,830,"uuid:78e7c109-ecb3-4b96-ad78-7b41ca287318",3,276.666666666667,0,0,0,3
"176",104041,19,438.3333333,"uuid:78e7c109-ecb3-4b96-ad78-7b41ca287318",3,146.1111111,0,0,0,1
"177",105054,4,2562.00943333,"uuid:bdfedb55-6530-413a-9655-8a5bfcfcf6a2",2,1281.004716665,0.166666666666667,0.166666666666667,0.333333333333333,6
"178",106057,10,3081.14998855591,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,1027.0499961853,0,0.166666666666667,0.166666666666667,6
"179",106057,11,1526.25,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,508.75,0,0,0,6
"180",106057,12,590,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,196.666666666667,0,0,0,3
"181",106057,13,5102.60532,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,1700.86844,0.111111111111111,0.111111111111111,0.222222222222222,9
"182",106057,14,1751.29889,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,583.766296666667,0.2,0,0.2,5
"183",106057,15,1656.07332,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,552.02444,0.25,0,0.25,4
"184",106057,16,2327.10532,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,775.701773333333,0.2,0,0.2,5
"185",106057,17,618.30266,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,206.100886666667,0.333333333333333,0,0.333333333333333,3
"186",106057,19,1668.3624628,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,556.120820933333,0.25,0.5,0.75,4
"187",106057,20,3104.5642857,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,1034.8547619,0,0,0,8
"188",106057,21,2265.8301,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,755.2767,0.25,0,0.25,4
"189",106057,22,1802.60532,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,600.86844,0.166666666666667,0,0.166666666666667,6
"190",106057,23,1275,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,425,0,0,0,1
"191",106057,24,2183.60532,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,727.86844,0.333333333333333,0.333333333333333,0.666666666666667,3
"192",106057,25,2726.5642856,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,908.854761866667,0,0.25,0.25,4
"193",106057,26,2000.2142856,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,666.7380952,0,0.333333333333333,0.333333333333333,3
"194",106057,27,1142.7142856,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,380.904761866667,0,0.333333333333333,0.333333333333333,3
"195",106057,33,670,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,223.333333333333,0,0,0,2
"196",106057,6,200,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,66.6666666666667,0,0,0,1
"197",106057,7,2043.29889,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,681.09963,0.5,0.5,1,2
"198",106057,8,750,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,250,0,0,0,3
"199",106057,9,1426.649445,"uuid:359a262e-73c1-4f03-b903-546522ecd06a",3,475.549815,0.2,0,0.2,5
"200",106058,11,2138.29889,"uuid:5d946fb5-9f73-4e63-8125-a32ff52fe44a",5,427.659778,0.5,0,0.5,2
"201",106058,12,792.5,"uuid:5d946fb5-9f73-4e63-8125-a32ff52fe44a",5,158.5,0,0,0,1
"202",106058,13,320,"uuid:5d946fb5-9f73-4e63-8125-a32ff52fe44a",5,64,0,0,0,1
"203",106058,3,4644.65421,"uuid:5d946fb5-9f73-4e63-8125-a32ff52fe44a",5,928.930842,0.153846153846154,0,0.153846153846154,13
"204",106058,4,1429.685318,"uuid:5d946fb5-9f73-4e63-8125-a32ff52fe44a",5,285.9370636,0.333333333333333,0,0.333333333333333,6
"205",106058,5,1503.149445,"uuid:5d946fb5-9f73-4e63-8125-a32ff52fe44a",5,300.629889,0.2,0.2,0.4,5
"206",106058,6,1545,"uuid:5d946fb5-9f73-4e63-8125-a32ff52fe44a",5,309,0,0.333333333333333,0.333333333333333,3
"207",106058,7,2472.52092,"uuid:5d946fb5-9f73-4e63-8125-a32ff52fe44a",5,494.504184,0.166666666666667,0,0.166666666666667,6
"208",106058,9,165,"uuid:5d946fb5-9f73-4e63-8125-a32ff52fe44a",5,33,0,0,0,2
"209",106059,7,1.3,"uuid:97b04d06-0c97-4ffa-955c-51769b20f3c0",6,0.216666666666667,0,1,1,1
"210",106062,11,132.16,"uuid:fd42b261-10e4-4dd6-a166-b68562260789",4,33.04,0,0,0,2
"211",106062,13,5379.265,"uuid:fd42b261-10e4-4dd6-a166-b68562260789",4,1344.81625,0,0,0,4
"212",106062,14,1106.59778,"uuid:fd42b261-10e4-4dd6-a166-b68562260789",4,276.649445,1,0,1,1
"213",106062,18,438.3333333,"uuid:fd42b261-10e4-4dd6-a166-b68562260789",4,109.583333325,0,0,0,1
"214",106062,19,320,"uuid:fd42b261-10e4-4dd6-a166-b68562260789",4,80,0,0,0,1
"215",106062,21,320,"uuid:fd42b261-10e4-4dd6-a166-b68562260789",4,80,0,0,0,1
"216",106062,22,438.3333333,"uuid:fd42b261-10e4-4dd6-a166-b68562260789",4,109.583333325,0,0,0,1
"217",106063,10,4677.8612,"uuid:a5c4cdb4-36f0-4fab-a463-e28d65a416e3",4,1169.4653,0.5,0,0.5,2
"218",106063,12,2240,"uuid:a5c4cdb4-36f0-4fab-a463-e28d65a416e3",4,560,0,0,0,1
"219",106063,13,5785,"uuid:a5c4cdb4-36f0-4fab-a463-e28d65a416e3",4,1446.25,0,0.333333333333333,0.333333333333333,3
